000001,平安银行,1.56,1.73,1.86,2.62,2.47,"2,186,500","1,980,200","1,523,100","1,351,078","1,039,049","9,616,300","7,340,700","5,218,900","3,974,865","2,964,306","16,150,000","13,094,900","11,208,100","8,479,878","7,538,058","234,564,900","205,551,000","177,966,000","152,173,799","118,279,636",11.99,15.84,12.25,16.02,15.59,9.10
000002,万  科Ａ,1.64,1.43,1.37,1.14,0.88,"2,594,944","1,928,752","1,829,755","1,566,259","1,159,961","19,554,913","14,638,800","13,541,879","10,311,625","7,178,275","13,630,962","11,589,362","10,543,942","8,213,819","6,783,254","47,498,595","39,251,514","37,376,590","29,666,342","22,837,590",24.43,13.90,8.03,10.12,7.47,20.55
000004,国农科技,0.01,0.05,-0.01,0.02,0.04,686,"1,562",580,781,919,"12,045","8,061","7,278","9,736","7,450","16,330","15,738","14,451","14,806","13,841","23,538","18,090","9,765","4,486","5,790",45.90,15.57,11.65,8.18,8.09,44.90
000006,深振业Ａ,0.31,0.38,0.52,0.48,0.44,"43,879","51,245","69,801","62,957","43,412","365,431","232,873","461,086","307,625","258,928","449,513","421,447","418,691","354,896","288,893","820,838","753,875","578,125","579,447","543,304",11.51,7.05,4.93,4.95,4.10,9.45
000007,全新好,0.06,-0.13,0.10,0.04,0.03,"1,324","-3,338","1,883",653,831,"9,896","19,810","21,435","31,266","16,534","37,284","35,797","35,325","29,884","29,232","10,753","32,296","30,427","48,680","7,010",23.79,14.60,13.88,14.47,6.58,25.63
000008,神州高铁,0.08,0.03,0.07,0.26,-0.01,"18,991",777,"2,276","3,913",-54,"129,508","30,718","30,445","33,148","1,398","290,806","59,835","56,358","54,083","7,386","68,129","7,568","6,304","7,300",338,11.78,22.09,9.00,10.73,6.97,9.32
000009,中国宝安,0.50,0.20,0.23,0.15,0.25,"96,590","47,255","44,415","30,730","38,044","489,540","431,148","415,502","402,459","406,526","659,210","546,413","505,273","469,335","412,023","1,152,280","926,137","855,907","847,798","766,540",17.96,12.95,9.45,8.80,10.90,10.36
000011,深物业A,0.26,0.70,0.50,0.63,0.43,"15,682","41,750","30,084","37,482","25,746","107,742","126,845","161,923","186,130","140,857","210,077","207,510","180,364","150,372","113,111","227,899","180,818","206,961","250,299","236,850",14.52,9.98,7.81,7.19,6.17,18.73
000012,南  玻Ａ,0.30,0.42,0.74,0.13,0.57,"63,983","93,976","167,531","36,981","133,752","743,089","704,450","773,380","699,436","827,073","787,739","865,345","840,091","726,819","730,593","761,221","646,336","667,795","706,761","797,546",13.35,8.89,8.14,8.25,9.06,11.34
000014,沙河股份,0.26,0.30,0.14,0.14,0.27,"5,341","6,278","3,521","3,318","6,262","41,321","51,182","56,395","42,131","39,984","77,294","72,336","66,354","63,337","60,585","139,758","151,338","122,918","138,713","119,893",22.81,13.80,10.26,8.48,4.90,20.79
000016,深康佳Ａ,-0.52,0.04,0.04,0.04,0.02,"-127,584","6,052","5,984","4,544","2,418","1,839,518","1,942,349","2,000,674","1,833,786","1,621,762","307,545","429,746","428,010","424,685","423,663","1,117,492","1,248,190","1,146,318","1,231,607","1,266,983",6.91,5.99,3.86,3.16,3.16,4.51
000017,深中华A,-0.00,0.01,2.86,-0.10,0.07,-11,578,"157,586","-5,213","3,972","17,099","21,207","27,111","29,283","32,104","1,339","1,350",770,"-170,939","-168,284","3,248","3,799","14,381","187,204","181,859",13.90,6.89,4.40,4.19,2.73,12.60
000018,神州长城,1.50,0.03,0.05,-0.00,-0.10,"34,610",429,785,-25,"-1,742","401,036","1,102","2,700","1,110",985,"128,054","12,952","12,458","11,748","11,767","273,692","5,489","4,592","5,452","5,457",49.20,25.70,9.57,6.69,4.59,10.70
000019,深深宝Ａ,-0.12,0.04,0.17,0.30,0.03,"-4,296","1,413","4,521","7,406",964,"33,822","36,812","43,832","31,079","31,823","95,714","99,364","101,168","100,617","88,988","10,332","16,097","32,495","21,682","17,209",17.05,7.69,7.59,8.42,7.72,16.19
000021,深科技,0.12,0.13,0.17,0.07,0.19,"18,066","16,056","15,887",845,"22,014","1,536,181","1,644,416","1,503,953","1,639,952","1,863,038","520,568","504,932","496,115","415,623","432,062","913,183","938,976","876,541","602,513","601,613",12.06,7.18,5.28,4.71,5.13,9.43
000022,深赤湾Ａ,0.82,0.65,0.78,0.72,0.78,"65,272","52,979","64,248","61,577","66,778","187,261","180,477","178,077","178,385","170,814","522,931","487,560","472,808","446,501","410,606","168,446","206,022","261,845","231,612","243,416",19.30,22.32,15.78,10.17,9.31,19.03
000025,特  力Ａ,0.15,0.05,0.03,0.03,0.01,"4,274",857,302,97,125,"30,373","46,499","48,673","41,964","40,328","87,859","20,233","20,372","20,106","20,138","29,008","60,399","49,728","44,385","36,931",83.88,10.04,8.78,6.15,5.64,55.27
000026,飞亚达Ａ,0.31,0.37,0.33,0.30,0.41,"12,204","14,610","13,013","11,566","15,926","316,220","327,814","310,350","302,396","256,105","230,283","163,648","153,882","144,909","139,376","194,384","202,130","201,988","187,768","150,202",16.38,10.40,7.49,8.02,13.10,13.70
