600104,上汽集团,2.7,2.54,2.25,1.88,1.83,"2,979,379","2,797,344","2,480,363","2,075,176","2,022,187","67,044,822","63,000,116","56,580,701","48,097,967","43,480,395","21,091,729","18,499,908","16,173,209","14,500,636","13,311,632","30,071,341","22,987,160","21,190,865","17,219,664","18,551,686",21.22,21.47,14.14,17.64,14.14,23.45
600105,永鼎股份,0.4,0.38,0.47,0.03,0.11,"18,074","14,344","17,941","1,134","4,031","225,562","192,887","113,859","137,054","191,249","226,693","178,769","163,516","163,571","162,423","111,377","82,858","109,531","217,770","210,619",23.01,9.86,7.08,5.24,6.36,10.33
600107,美尔雅,0.01,-0.02,0.03,0.04,0.08,344,-746,"1,167","1,562","2,781","47,095","53,952","65,864","61,651","57,731","56,660","56,273","69,584","67,331","63,875","68,201","68,392","181,244","189,019","157,170",20.86,8.32,6.36,7.46,6.71,18.92
600108,亚盛集团,0.06,0.11,0.2,0.24,0.06,"12,309","20,613","38,044","45,281","11,071","219,112","224,485","233,684","224,606","147,022","475,371","476,014","471,180","436,105","273,482","286,568","285,069","178,933","175,397","173,887",7.34,9.34,8.03,6.83,4.9,5.72
600109,国金证券,0.8,0.32,0.25,0.27,0.23,"235,978","83,649","31,691","27,440","23,166","674,845","272,172","154,703","153,433","107,971","1,651,526","988,537","676,501","634,908","325,054","3,983,659","1,639,538","690,898","627,226","561,416",16.12,19.79,16.97,17.84,9.92,13.03
600110,诺德股份,0.13,-0.23,0,0,-0.06,"14,454","-26,210",553,523,"-6,839","172,647","189,237","197,299","153,295","124,021","189,094","180,316","207,032","205,995","209,723","383,348","512,062","436,334","322,746","241,180",9.65,6.31,6.09,3.61,3.83,10.66
600111,北方稀土,0.09,0.27,0.65,0.62,2.87,"32,572","64,303","157,419","151,038","347,842","654,881","583,783","847,193","924,175","1,152,826","990,627","1,014,910","1,029,024","993,388","907,772","463,136","693,710","817,268","771,599","564,891",14.02,25.88,22.27,37.45,37.63,12.27
600112,*ST天成,-0.35,0.03,0.01,0.15,0.16,"-17,659","1,591",728,"7,485","6,601","67,035","48,916","65,463","82,608","47,412","115,945","126,764","118,601","118,128","111,067","121,954","136,577","187,838","133,565","110,354",16.76,11.22,12.82,10.64,10.68,10.98
600113,浙江东日,0.29,0.05,0.06,0.09,0.23,"9,246","1,677","2,035","2,843","7,213","98,845","44,409","34,643","30,809","72,065","47,563","65,476","64,978","63,273","56,235","40,618","41,237","27,140","15,448","18,872",14.82,12.84,8.83,10.07,4.58,21.71
600114,东睦股份,0.43,0.35,0.36,0.19,0.3,"16,039","12,337","7,343","3,793","5,813","136,871","123,067","114,020","96,944","100,410","165,816","152,389","81,068","72,231","72,716","65,624","56,722","89,455","87,953","76,068",16.16,13.33,14.89,7.99,9.15,17.21
600115,东方航空,0.36,0.27,0.2,0.3,0.43,"454,100","341,700","237,604","343,011","488,670","9,384,400","8,974,600","8,800,924","8,556,925","8,397,451","3,765,100","2,948,700","2,629,072","2,504,264","2,214,541","15,805,800","13,405,500","11,148,579","9,591,984","9,006,974",7.61,5.18,2.77,3.51,3.8,7.07
600116,三峡水利,0.64,0.53,0.39,0.31,0.25,"20,718","14,204","10,420","8,220","6,577","131,575","129,783","136,911","94,524","82,652","227,462","120,849","117,988","112,026","107,263","206,232","239,857","234,359","204,097","181,836",21.7,14.46,10.32,12.13,12.93,9.45
600117,西宁特钢,-2.18,0.06,-0.1,0.04,0.44,"-161,894","4,158","-7,123","3,149","32,403","605,335","731,439","703,234","687,130","820,799","181,824","349,885","358,528","365,335","358,272","2,356,192","1,918,841","1,381,688","1,123,892","982,768",6.97,5.09,3.65,4.93,6.51,5.61
600118,中国卫星,0.32,0.3,0.28,0.3,0.33,"38,350","35,635","30,580","27,053","23,256","544,838","466,410","480,353","426,089","361,126","540,994","494,854","457,130","286,526","224,715","421,531","382,793","334,320","277,026","236,154",42.54,28.48,18.53,12.23,20.4,31.24
600119,长江投资,0.28,0.13,0.12,0.11,0.06,"8,502","4,076","3,609","3,282","1,861","235,169","152,712","155,924","138,648","102,559","110,679","98,809","98,840","93,833","88,939","121,818","107,633","98,769","71,109","52,615",19.78,14.36,17.83,5.32,5.24,19.91
600120,浙江东方,1.16,1.22,1.2,0.79,0.43,"58,887","61,674","60,833","39,985","21,972","770,276","1,052,235","1,082,775","793,386","721,084","577,635","488,575","511,017","439,300","339,304","554,725","634,501","660,648","542,459","447,667",19.86,18.72,12.55,8.55,7.13,28.92
600122,宏图高科,0.37,0.32,0.24,0.21,0.18,"42,166","36,680","27,729","23,521","20,090","1,871,441","1,747,211","1,591,466","1,424,772","1,349,289","824,153","830,342","608,536","589,212","528,988","976,159","953,013","841,462","763,747","643,100",19.42,7.17,4.02,4,4.18,12.22
600123,兰花科创,0.01,0.06,0.88,1.63,2.91,"1,373","6,678","100,131","186,287","166,263","456,452","521,590","657,750","760,051","760,796","1,018,146","1,021,375","1,047,912","1,032,383","871,523","1,193,921","1,161,936","1,000,407","1,005,028","647,180",8.03,10.3,10.67,20.29,38.88,8.04
600125,铁龙物流,0.22,0.26,0.32,0.35,0.39,"28,112","34,165","42,143","46,209","50,365","631,602","590,566","428,060","411,401","290,670","488,329","470,727","434,619","407,461","368,987","267,635","199,719","104,635","67,894","42,329",9.19,8.86,5.69,7.19,9.28,8.08
600126,杭钢股份,-1.3,0.01,0.02,-0.45,0.36,"-108,891","1,073","2,065","-37,935","29,986","835,029","1,444,905","1,718,347","1,713,346","2,232,644","253,968","363,173","362,107","358,899","400,534","132,604","339,679","494,450","479,934","504,665",8.11,6.11,3.88,3.06,3.98,8.4
600127,金健米业,-0.27,0.02,0.02,0.01,-0.12,"-17,266","1,228","1,101",523,"-6,704","228,524","168,090","149,864","147,202","142,590","74,890","91,883","90,587","50,271","49,576","75,585","45,138","50,581","85,131","89,549",7.32,5.98,4.67,4.69,4.78,6.65
600128,弘业股份,0.27,0.29,0.28,0.26,0.39,"6,622","7,056","6,878","6,533","9,667","368,727","400,214","376,072","329,999","329,234","161,123","159,067","152,562","147,045","143,009","126,335","166,925","126,099","123,346","143,335",15.66,12.15,8.39,8.75,9.83,15.21
600129,太极集团,0.54,-0.65,0.03,-0.52,0.05,"23,198","-27,664","1,256","-21,992","2,068","716,463","695,805","660,308","659,698","638,580","130,742","159,949","149,897","149,155","162,184","872,254","875,280","786,911","683,686","633,072",21.33,16.98,8.61,6.8,6.18,17.15
